clean_comment,usyk_sentiment,fury_sentiment
you can see reflex and agility from usyk to dodge tyson pressure [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
first time ever i wont be rooting for a british fighter in a world title fight usyk different class to fury in and out the ring [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
fury is a total embarrassment to the profession usyk deserves the respect of being allowed to voice his side cant wait to see fury get ridiculed [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
fury went to a judge decision against an mma fighter i cant take him seriously in this usyk will fight at distance and win by judge decision [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
people saying fury is embarrassing but without him giving usyk grief it would be a boring press conference [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
im riding and praying that usyk beat tyson fury im riding with the ukrainian [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
wouldve been if theyfuryusyk were added a the main event dec [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
usyk know about half a sentence in english and still owned fury lmao fury wa just rambling on and on about absolutely nothing you can see fury is nervous and usyk is laughing in his face [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
i remember i seeing tyson this angry before one of the wilder fight i dont remember which one tho but if usyk get the wilder treatment then it doent look very good for him [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,neutral
he wa pretty much given the win in dubai what a joke that wa everyone know tyson fury lost that fight and now he going to lose against usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
fury is loosing it would be glorious if usyk finished him [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk his arm will be raised fury will be dazed [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk by tko i can almost see the outcome of this fight fury is scared and he gon na lose this fight [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
i believe fury looked past ngannou and didnt train that much watch fury put on a masterclass against usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
not a day ha gone by where i thought usyk had any chance at beating fury idk im truly baffled why you people think he can he isnt better than fury in any facet other than younger you all are delusional and emotion cloud your judgement [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
i cant believe tyson got so wound up by a man who barely speaks english usyk gotten under his skin more than wilder [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
tyson fury ha no class never have and need to learn a big lesson of defeat in the ring fury looked like a beaten man when facing usyk after ngaannou that wa fear in his eye and load of doubt i so will support usyk to win he deserves it all so much more then clown fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
i think tyson made himself look stupid usyk looked composed and ready [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk look a bit uncomfortable tyson might be onto something [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
always liked fury but he become a bit of a parody of hisself usyk meanwhile is something else cool a a cucumber and a special character usyk favourite right now unless fury whip himself into shape and start acting like a real boxer again so yeah looking forward to this one [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
tyson saying run rabbit picking on usyks teeth pathetic and childish we teach our kid not to bully other kid youre supposed to be a role model for million pathetic i want tyson to win the fight but i also want him to be a role model for my kid [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
fury wa now to retire in full glory especially with the fall from the last match it should worry him he will be laughed at if he fight with usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
fury is so annoying now i hope usyk bash him up [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
fury lost to an mma fighter making his debut usyk will mop the floor with him [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk barely speaks english and still won this fury stay taking l lately [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
just selling fight no hatred fury told usyk after they fight fury and usyk family will have family time yall stop talking sht [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
hope fury ha cardio for days because usyk life in cardios deepest water [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
fury is a master of mind game usyk is unshakable no way in hell fury is in usyks mind unstoppable v unmovable [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,positive
fury lost to ngannou he shouldnt be throwing shade at usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
could it be the tyson fury is a bit jealous of usyk look [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
boy you can tell fury is nervous usyk doesnt give a single fuck about his talk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
of course tyson would claim usyk faked a foul because tyson threw that elbow to francis and didnt get a point deducted he would know all about getting away with foul [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
tyson fury and usyk are both equally hilarious tyson is just more entertaining this [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,positive
the reason fury is acting out in this presser is cause his ppv with francis tanked he just tryna build the fight and gain more interest he not serious lol it business you can tell he feel uncomfortable insulting usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
let go usyk ko this bum out fury washed up and sloppy [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk is hilarious fury is exhausting and annoying [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
fury the clown think he can insult his way into upsetting usyk what a silly greedy belly he only bothering himself from realizing his trick arent working lol [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
where wa all that fury is scared bullshit usyk ran out of that conference like he ran out of ukraine when the war started [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,neutral
have you ever consider that usyk using dubois match to lured fury into agreeing the fight just a he did with chisora to lured joshua i think it is a fantastic chess game may the best man win [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
cant say a damned thing unless he loses such a hater fury will squash usyk usyk ha zero chance to win nowhere to run in that ring it incredible that we all may be witnessing the greatest heavyweight fighter ever and his own countryman wont get behind him pathetic [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
this guy is still bitter from that interview lmao fury beat usyk comfortably [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
when youre searching for fury usyk boxing news and this big faaaat geordie doughnut face come up a recommended [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
why can blame fury he delayed negotiation and gained leverage a team usyk watched him make other deal they caved and he ha in the bag who can blame him and then what when he slap usyk around the ring youll all say what he the best thats it [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
look like fury ha successfully adopted the wwe heel role he knew he could never out good guy usyk so fury took the villain vacancy im loving all these fury hater booing and hissing at the punch and judy show [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,positive
wilder starch aj lol fury and usyk is a toss up i think tyson win and i have no idea why he ducking a way smaller man if he so easy take his belt and the money [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
how come nobody else is suggesting the reason fury had agreed to fight usyk is because he wa called out by big bang zhang maybe he fear the big man too [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
yk wen he say that usyk dominates the scorecard and fury fight are close how tf cn he explain tge fact that he lost on a split to joshua and fury fucking knocked out the most powerful puncher in boxing fury will gas usyk out n knock him out u just dont like fury cuz he called you a tosser [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
it not inconceivable futy throw the ngannu fight so they rematch for double the money whikst he get a ffree dodge from usyk bear in mind this isnt wnd official boxing match fury win financially whatever happens [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
doe anyone think that fury ha accepted to fight usyk just to keep him tied up and he will find way to delay and delay then fight usyk month later [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
usyk ha played a blinder he made himself look worse against dubois to entice fury but when usyk turn up against fury you wait and see he will be even better than against aj usyk will do absolutely everything to win his will is way above fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
would love to see a fight prediction video between usyk and fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
a much a i cant stand fury he smash usyk all day long [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
tyson will beat usyk hell stick it on him and overwhelm him like chisora did to usyk and almost beat him bearing in mind chisora is a lot smaller than tyson [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
i agree completely furthermore i dont think fury anticipated the negative reaction he received for the usyk fight falling through because people had always given him a pas on his bullshit i think it a combination of the money being huge and being backed into a corner [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
i think they have come out with this news before fury fight ngannou hoping the ngannou fight will get more ppvs and try reclaim some of the fan fury ha lost by messing his fan about not fighting usyk previously [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
minute in and bryan saying fury going to have to knock out usyk to win probably the most casual take youll see in boxing [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
usyk wa robbed video title pending after usyk loses to fury aye bry [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,neutral
i do agree that fury ha been talking a lot of sht lately but people cant really say he only take east fight he had three fight with wilder the hardest hitter on the planet who everybody else wa too scared to fight and a couple of year later he signed to fight usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
he fought wilder time and we are going to act like fury is scared of usyk please [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
the person in boxing i dont bet against is fury klitschko is gon na embarrass him hell never lose the weight he cashing out wilder is ko him within round hell never ko wilder hell never fight usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
king usyk beaten all the cowboy british boxer so far only greedy belly left to defeat not hard at all go usykbest southpaw ever speed prescision mobility beat greedy belly all night may the real king rule for a long tyme keep fighting [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
it like boxing fan would rather not see fury usyk just so they can moan [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
occam razor fury wa overplaying his hand in negotiation with usyk it been obvious this whole time the play worked out and he getting paid hate the game not the player [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
fury ha been winning fight usyk ha been getting kod rolling around on the ground cry while a hundred people cover for him [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
usyk beat aj because aj is stiff he wa never a champ like usyk and fury and wilder it will be a great fight but i have my money on fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,positive
if fury cant clinch he cant win come on usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
it seems to me that it the other fighter that avoided fury not the other way around usyk wont be able to beat fury and he know it [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
true gordie eat humble pie for dissing fury for fighting chisora when he beat usyk say sorry agree that fury is the best of the era [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
bsbsbsbstyson fury will never ever fight usyk it will not happen fury is terrified of usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
no chance usyk is faster than fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
i wont believe this until usyk is laying on the canvas spark out with fury singing american pie to his mr [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
whyte and chisora wa top and fury wa not allowed into america so those two wa the biggest fight domestically also whyte wa a mandatory and he ha had the same amount of fight since which is the same a usyk and only one le than aj because he had one in late december [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
if it go ahead usyk is every fighter who ha caused fury problem rolled into one with a ton of talent on top fury greatest attribute is leaning on and wearing you down usyk never let that happen fury will be out of gas trying to catch him by the ninth usyk on point [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk is probably being more excentric than fury this is very well possible he ha some pure madness inside him [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
usyk would beat fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
the reality is fury ha been backed into a corner with the negative reaction he realised he ha to fight usyk now [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
my early instinct wa to comment fury will flatten this middleweight doser get up there my boy bosh but i would just be in denial one way or another i think usyk is gon na put on a hell of a show [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
the hater are going to hate fury ducking usyk fury v usyk get signed and now it fury been forced to fight usyk lol already saying fury need to fight someone else after usyk to be number lol [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
give it a rest fury ha had everyones pant down he told you he wa coming back to make most money possible thats what he is doing hell beat usyk he also fought wilder time [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
fury v usyk is a very interesting one but a much a i want usyk to win i feel like fury ha got that in his bag and after usyk i think he should go for aj and fight him in uk and call it quits after thats a fairy tail ending to tyson fury legacy [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
usyk is the goat for me i think he outpoints fury fury will try to make it fugly though [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
tyson will still duck usyk his fight with ngannou aint selling sht and this is all just ro try and hype it [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
tyson ha no chance to beat usykhe know that so he will avoid mark my word [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
i hope usyk turn up razor sharp and beat fury twice i hope usyk achieves the impossible and get the ko and im a brit [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
my prediction is fury will pull out from this fight and blame it all on usyk hell then float the idea he want to fight joshua but will shift again and end up fighting wilder for the th time [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,negative
aj duck wilder and fury duck usyk i wont belive any of those fight until they happen [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
fury doesnt care if we believe him or not everybody will tune in to watch his fight with usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
i dont believe fury v usyk happens next tyson fury is the type to pull out of fight he just want to keep himself relevant and hence promote himself with it for future fight v easier opponent i believe it when i see the press conference on fight week [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
usyk will definitely humble fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
mate cant you just be happy that the fight is happening lol tyson could literary sit on his back foot and jab usyks head off from a distance [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
usyk school fury if they fight mark my word [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
i wont believe theyre fighting until i see them walkout to the ring find it funny how tyson want the fight now that usyk took the bad body shot [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
tyson fury will rough usyk up and use his size and lean on him [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
wizard fury usyk not happening [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
fury also can lean on usyk and tire him out even more [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
this is gon na be a banger the size difference concern me a little but i think what usyk lack in height he make up with fierce spirit curious about what form fury will be in [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
so doe the usyk signing just give away the result of the fury v ngannou fight [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
i can already hear the excuse from fury and his fan if he loses to usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
i know usyk is ukrainian but i just want to say he fit the bill thats the most ancient slavic looking mf ive ever seen dude look like he just walked out of a russian time machine from the early s [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
this is just a temporary bluff to take the heat off of fury and up the number of ppv sale for the ngannou fight they will find some excuse to not fight usyk afterwards [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
im gointo go for usyk on point or late stoppage but i couod see fury spoilin the fight if he got the ball to step in there in the first place [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk get tired in the clinch joshua is the only one of the current big that make usyk look good tyson and wilder go through him [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
usyk feel him out for first round then start floating like a butterfly stinging like a bee and the rest is history tyson loss [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
if someone could explain to me how fury can even hit usyk never mind beatko him id be pleased to hear it usyk will win on point or via late stoppage having targeted fury flabby body should the fight occur of course [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
i wonder if usyk purposefully looked sluggish v dubois to reel fury in for the undisputed [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
im a big usyk fan but it fury here this time he just too much [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
this fight isnt happening fury will retire have an injury or start waffling the money not right then blame usyk for being a big dosser guy the biggest clown in boxing [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
one thing we can say for sure is usyk isnt afraid of fury not shaken in the least and will fight him unaffected by too much respect and level of star that fury is you could see how whyte viewed fury by the way he fought him usyk wont make that mistake [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
usyk didnt move much in the daniel duquitter fight because the ring wa soaking wet you could easily hear itsqueak squeak [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
fury is unlikely to get through ngannou anyway i wouldnt spend too much time thinking about usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
fury struggle against southpaw around cm smaller than him im backing usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk got done by dubois it an easy win for fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
when it come to skill usyk is mile ahead in every way so fury gameplan ha to be to charge in there and ko him could go either way but fury fan thinking that it would be easy is the dumbest thing ive heard fury fan are some of the dumbest people in existence [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
my idea is that fury ha actually been in camp for usyk the whole time francis realistically is a poor man wilder and pose no real threat to fury and he may only be fighting francis to make usyk think he not prepared for undisputed when in fact he is [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
usyk will have ben rothwell a his main sparring partner a very similar guy to fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
i also agree that even in the early round usyk didnt look a sharp a he did in the aj fight hope it just a question of his preparation and that he can correct it for the fury fight [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,neutral
fury is expected to win and it would be a good win for him sure but i mean if usyk did pull of the upset with everything he accomplished at cruiser becoming undisputed in two weight class thats some serious spice [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
usyk destroys fury over round [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
im an usyk fan always want him to win but aside from whatever i think of fury when it time to fight i never bet against him doesnt mean id bet on usyk to lose but anyone thinking fury would get schooled or battered maybe hasnt understood the animal he is [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,positive
usyk will finally put an end to this utter circus that is luke fury usyk dance round him fury get frustrated and get dq in the very late round to use that a an excuse [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
whats the betting on fury getting injured against francis and cant do usyk it would stop usyk getting in anymore fight before mid way through next year [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
a a proud brit i hope usyk beat fury twice he the biggest conman the game ha seen [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
i hope usyk get the win so sick of fury and all the bull [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
most likely this is fury retirement fund fight not that he need it but a you pointed out unks he love a pound note anyway fk it im puttin on a usyk point decision [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
true geordie back usyk to win personally i think could happen but there is a high chance of fury sparking usyk out with body shot [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
given fury history of deception and cowardice it no surprise that many dont believe this fight will happen and expect fury to find a way to wriggle out of it and blame usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
i really want this fight to happen and it being signed it a step in the right direction still so much could go wrong and we cant trust fury until he actually show intent guess we will know more after his upcoming fight usyk win if the fight happens [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
if this happens im all in on usyk usyk all the way there no way fury will win zero chance [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk is really good though tyson hasnt had anyone like him before [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
alot of fury hating loser gon na be on suicide watch when he fold usyk lil incel racist loser [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
i watched a few fight of usyk and he doe get hit more then we like to think when talking about him the big question is can he breach the distance of fury long jab without getting caught or getting cuddled and leand on [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,neutral
fury already showing sign of pulling out by once again down talking usyk a a boxer that wa the first stage of his last pull out with him this fight will not happen and when it doesnt fury should be stripped of all his belt [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
usyk to win clear on point a his movement is very fast and fury will not match him otherwise [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
still cant see this fight happening fury doesnt want it whatever he say about how he going to sort usyk out i think something will come up from fury side to avoid this meeting just my cent worth anyway i would love to see the fight [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
tyson fury reach is a huge advantage he isnt a slow bodybuilder like joshua who got caught with counter regularly cant see usyk getting inside effectively with consistency without getting hurt so tyson for me [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
people criticizing fury but i wonder how usyk would have done against francis francis is a brutal fighter with some boxing skill to count fury out is very foolish [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
you guy are totally delusional tyson beat usyk easy youre thinking with your heart and not head [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
usyk will be fury toughest test [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
jessica alba knock out both tyson fury and usyk jessica alba is the heavyweight champion [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,neutral
trust me guy fury will not fight usyk he will come up with excuse [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
